level,class_a,class_b,profile_a,profile_b,games,wins_a,draws,score_a_percent
10,Archer,Moine,balanced,resilient,600,305,0,50.833
10,Archer,Moine,resilient,offense,600,393,0,65.5
10,Archer,Moine,resilient,balanced,600,337,0,56.167
10,Archer,Moine,resilient,resilient,600,299,0,49.833
10,Archer,Ingénieur,offense,offense,600,246,0,41.0
10,Archer,Ingénieur,offense,balanced,600,229,1,38.25
10,Archer,Ingénieur,offense,resilient,600,217,2,36.333
10,Archer,Ingénieur,balanced,offense,600,242,0,40.333
10,Archer,Ingénieur,balanced,balanced,600,217,0,36.167
10,Archer,Ingénieur,balanced,resilient,600,207,0,34.5
10,Archer,Ingénieur,resilient,offense,600,232,0,38.667
10,Archer,Ingénieur,resilient,balanced,600,214,0,35.667
10,Archer,Ingénieur,resilient,resilient,600,215,2,36.0
10,Archer,Berserker,offense,offense,600,258,0,43.0
10,Archer,Berserker,offense,balanced,600,258,0,43.0
10,Archer,Berserker,offense,resilient,600,281,0,46.833
10,Archer,Berserker,balanced,offense,600,243,0,40.5
10,Archer,Berserker,balanced,balanced,600,249,0,41.5
10,Archer,Berserker,balanced,resilient,600,259,0,43.167
10,Archer,Berserker,resilient,offense,600,237,0,39.5
10,Archer,Berserker,resilient,balanced,600,227,1,37.917
10,Archer,Berserker,resilient,resilient,600,258,0,43.0
10,Mage,Trooper,offense,offense,600,228,0,38.0
10,Mage,Trooper,offense,balanced,600,219,0,36.5
10,Mage,Trooper,offense,resilient,600,221,0,36.833
10,Mage,Trooper,balanced,offense,600,271,0,45.167
10,Mage,Trooper,balanced,balanced,600,294,0,49.0
10,Mage,Trooper,balanced,resilient,600,273,0,45.5
10,Mage,Trooper,resilient,offense,600,352,0,58.667
10,Mage,Trooper,resilient,balanced,600,343,0,57.167
10,Mage,Trooper,resilient,resilient,600,324,0,54.0
10,Mage,Paladin,offense,offense,600,358,0,59.667
10,Mage,Paladin,offense,balanced,600,415,0,69.167
10,Mage,Paladin,offense,resilient,600,443,0,73.833
10,Mage,Paladin,balanced,offense,600,377,0,62.833
10,Mage,Paladin,balanced,balanced,600,408,0,68.0
10,Mage,Paladin,balanced,resilient,600,452,0,75.333
10,Mage,Paladin,resilient,offense,600,364,0,60.667
10,Mage,Paladin,resilient,balanced,600,405,0,67.5
10,Mage,Paladin,resilient,resilient,600,441,0,73.5
10,Mage,Ninja,offense,offense,600,280,0,46.667
10,Mage,Ninja,offense,balanced,600,215,0,35.833
10,Mage,Ninja,offense,resilient,600,179,0,29.833
10,Mage,Ninja,balanced,offense,600,329,0,54.833
10,Mage,Ninja,balanced,balanced,600,290,0,48.333
10,Mage,Ninja,balanced,resilient,600,270,0,45.0
10,Mage,Ninja,resilient,offense,600,388,0,64.667
10,Mage,Ninja,resilient,balanced,600,352,0,58.667
10,Mage,Ninja,resilient,resilient,600,307,0,51.167
10,Mage,Moine,offense,offense,600,293,0,48.833
10,Mage,Moine,offense,balanced,600,339,0,56.5
10,Mage,Moine,offense,resilient,600,357,0,59.5
10,Mage,Moine,balanced,offense,600,316,0,52.667
10,Mage,Moine,balanced,balanced,600,364,0,60.667
10,Mage,Moine,balanced,resilient,600,373,0,62.167
10,Mage,Moine,resilient,offense,600,341,0,56.833
10,Mage,Moine,resilient,balanced,600,366,0,61.0
10,Mage,Moine,resilient,resilient,600,376,0,62.667
10,Mage,Ingénieur,offense,offense,600,221,0,36.833
10,Mage,Ingénieur,offense,balanced,600,194,0,32.333
10,Mage,Ingénieur,offense,resilient,600,163,0,27.167
10,Mage,Ingénieur,balanced,offense,600,306,0,51.0
10,Mage,Ingénieur,balanced,balanced,600,256,0,42.667
10,Mage,Ingénieur,balanced,resilient,600,195,0,32.5
10,Mage,Ingénieur,resilient,offense,600,383,0,63.833
10,Mage,Ingénieur,resilient,balanced,600,316,0,52.667
10,Mage,Ingénieur,resilient,resilient,600,271,0,45.167
10,Mage,Berserker,offense,offense,600,202,0,33.667
10,Mage,Berserker,offense,balanced,600,146,0,24.333
10,Mage,Berserker,offense,resilient,600,123,0,20.5
10,Mage,Berserker,balanced,offense,600,300,0,50.0
10,Mage,Berserker,balanced,balanced,600,210,0,35.0
10,Mage,Berserker,balanced,resilient,600,185,0,30.833
10,Mage,Berserker,resilient,offense,600,329,0,54.833
10,Mage,Berserker,resilient,balanced,600,268,0,44.667
10,Mage,Berserker,resilient,resilient,600,260,0,43.333
10,Trooper,Paladin,offense,offense,600,387,0,64.5
10,Trooper,Paladin,offense,balanced,600,369,0,61.5
10,Trooper,Paladin,offense,resilient,600,359,0,59.833
10,Trooper,Paladin,balanced,offense,600,385,0,64.167
10,Trooper,Paladin,balanced,balanced,600,353,0,58.833
10,Trooper,Paladin,balanced,resilient,600,332,0,55.333
10,Trooper,Paladin,resilient,offense,600,383,0,63.833
10,Trooper,Paladin,resilient,balanced,600,320,3,53.583
10,Trooper,Paladin,resilient,resilient,600,321,0,53.5
10,Trooper,Ninja,offense,offense,600,357,0,59.5
10,Trooper,Ninja,offense,balanced,600,338,0,56.333
10,Trooper,Ninja,offense,resilient,600,356,0,59.333
10,Trooper,Ninja,balanced,offense,600,312,0,52.0
10,Trooper,Ninja,balanced,balanced,600,305,1,50.917
10,Trooper,Ninja,balanced,resilient,600,317,1,52.917
10,Trooper,Ninja,resilient,offense,600,301,0,50.167
10,Trooper,Ninja,resilient,balanced,600,284,0,47.333
10,Trooper,Ninja,resilient,resilient,600,283,0,47.167
10,Trooper,Moine,offense,offense,600,390,0,65.0
10,Trooper,Moine,offense,balanced,600,368,0,61.333
10,Trooper,Moine,offense,resilient,600,358,0,59.667
10,Trooper,Moine,balanced,offense,600,405,0,67.5
10,Trooper,Moine,balanced,balanced,600,389,0,64.833
10,Trooper,Moine,balanced,resilient,600,362,0,60.333
10,Trooper,Moine,resilient,offense,600,415,0,69.167
10,Trooper,Moine,resilient,balanced,600,373,0,62.167
10,Trooper,Moine,resilient,resilient,600,342,0,57.0
10,Trooper,Ingénieur,offense,offense,600,365,1,60.917
10,Trooper,Ingénieur,offense,balanced,600,335,0,55.833
10,Trooper,Ingénieur,offense,resilient,600,351,0,58.5
10,Trooper,Ingénieur,balanced,offense,600,342,0,57.0
10,Trooper,Ingénieur,balanced,balanced,600,314,0,52.333
10,Trooper,Ingénieur,balanced,resilient,600,315,0,52.5
10,Trooper,Ingénieur,resilient,offense,600,331,0,55.167
10,Trooper,Ingénieur,resilient,balanced,600,299,0,49.833
10,Trooper,Ingénieur,resilient,resilient,600,272,0,45.333
10,Trooper,Berserker,offense,offense,600,308,0,51.333
10,Trooper,Berserker,offense,balanced,600,343,0,57.167
10,Trooper,Berserker,offense,resilient,600,351,0,58.5
10,Trooper,Berserker,balanced,offense,600,268,0,44.667
10,Trooper,Berserker,balanced,balanced,600,295,0,49.167
10,Trooper,Berserker,balanced,resilient,600,313,0,52.167
10,Trooper,Berserker,resilient,offense,600,231,0,38.5
10,Trooper,Berserker,resilient,balanced,600,262,0,43.667
10,Trooper,Berserker,resilient,resilient,600,276,1,46.083
10,Paladin,Ninja,offense,offense,600,376,0,62.667
10,Paladin,Ninja,offense,balanced,600,368,0,61.333
10,Paladin,Ninja,offense,resilient,600,318,1,53.083
10,Paladin,Ninja,balanced,offense,600,400,0,66.667
10,Paladin,Ninja,balanced,balanced,600,379,0,63.167
10,Paladin,Ninja,balanced,resilient,600,368,0,61.333
10,Paladin,Ninja,resilient,offense,600,412,0,68.667
10,Paladin,Ninja,resilient,balanced,600,394,0,65.667
10,Paladin,Ninja,resilient,resilient,600,384,0,64.0
10,Paladin,Moine,offense,offense,600,218,0,36.333
10,Paladin,Moine,offense,balanced,600,248,0,41.333
10,Paladin,Moine,offense,resilient,600,267,0,44.5
10,Paladin,Moine,balanced,offense,600,162,0,27.0
10,Paladin,Moine,balanced,balanced,600,189,0,31.5
10,Paladin,Moine,balanced,resilient,600,215,0,35.833
10,Paladin,Moine,resilient,offense,600,122,0,20.333
10,Paladin,Moine,resilient,balanced,600,139,0,23.167
10,Paladin,Moine,resilient,resilient,600,150,1,25.083
10,Paladin,Ingénieur,offense,offense,600,414,0,69.0
10,Paladin,Ingénieur,offense,balanced,600,383,0,63.833
10,Paladin,Ingénieur,offense,resilient,600,354,0,59.0
10,Paladin,Ingénieur,balanced,offense,600,430,1,71.75
10,Paladin,Ingénieur,balanced,balanced,600,400,0,66.667
10,Paladin,Ingénieur,balanced,resilient,600,378,0,63.0
10,Paladin,Ingénieur,resilient,offense,600,450,0,75.0
10,Paladin,Ingénieur,resilient,balanced,600,403,0,67.167
10,Paladin,Ingénieur,resilient,resilient,600,391,0,65.167
10,Paladin,Berserker,offense,offense,600,351,0,58.5
10,Paladin,Berserker,offense,balanced,600,350,0,58.333
10,Paladin,Berserker,offense,resilient,600,351,0,58.5
10,Paladin,Berserker,balanced,offense,600,404,0,67.333
10,Paladin,Berserker,balanced,balanced,600,399,0,66.5
10,Paladin,Berserker,balanced,resilient,600,423,1,70.583
10,Paladin,Berserker,resilient,offense,600,411,0,68.5
10,Paladin,Berserker,resilient,balanced,600,425,0,70.833
10,Paladin,Berserker,resilient,resilient,600,444,0,74.0
10,Ninja,Moine,offense,offense,600,405,0,67.5
10,Ninja,Moine,offense,balanced,600,394,0,65.667
10,Ninja,Moine,offense,resilient,600,387,0,64.5
10,Ninja,Moine,balanced,offense,600,450,0,75.0
10,Ninja,Moine,balanced,balanced,600,437,0,72.833
10,Ninja,Moine,balanced,resilient,600,414,0,69.0
10,Ninja,Moine,resilient,offense,600,471,0,78.5
10,Ninja,Moine,resilient,balanced,600,453,0,75.5
10,Ninja,Moine,resilient,resilient,600,424,0,70.667
10,Ninja,Ingénieur,offense,offense,600,275,0,45.833
10,Ninja,Ingénieur,offense,balanced,600,266,0,44.333
10,Ninja,Ingénieur,offense,resilient,600,277,0,46.167
10,Ninja,Ingénieur,balanced,offense,600,280,0,46.667
10,Ninja,Ingénieur,balanced,balanced,600,289,0,48.167
10,Ninja,Ingénieur,balanced,resilient,600,280,0,46.667
10,Ninja,Ingénieur,resilient,offense,600,282,0,47.0
10,Ninja,Ingénieur,resilient,balanced,600,280,0,46.667
10,Ninja,Ingénieur,resilient,resilient,600,300,0,50.0
10,Ninja,Berserker,offense,offense,600,291,0,48.5
10,Ninja,Berserker,offense,balanced,600,314,0,52.333
10,Ninja,Berserker,offense,resilient,600,331,0,55.167
10,Ninja,Berserker,balanced,offense,600,309,0,51.5
10,Ninja,Berserker,balanced,balanced,600,321,0,53.5
10,Ninja,Berserker,balanced,resilient,600,346,0,57.667
10,Ninja,Berserker,resilient,offense,600,320,0,53.333
10,Ninja,Berserker,resilient,balanced,600,327,0,54.5
10,Ninja,Berserker,resilient,resilient,600,343,0,57.167
10,Moine,Ingénieur,offense,offense,600,387,0,64.5
10,Moine,Ingénieur,offense,balanced,600,341,0,56.833
10,Moine,Ingénieur,offense,resilient,600,311,0,51.833
10,Moine,Ingénieur,balanced,offense,600,422,0,70.333
10,Moine,Ingénieur,balanced,balanced,600,365,0,60.833
10,Moine,Ingénieur,balanced,resilient,600,351,0,58.5
10,Moine,Ingénieur,resilient,offense,600,447,0,74.5
10,Moine,Ingénieur,resilient,balanced,600,405,0,67.5
10,Moine,Ingénieur,resilient,resilient,600,385,0,64.167
10,Moine,Berserker,offense,offense,600,303,0,50.5
10,Moine,Berserker,offense,balanced,600,304,0,50.667
10,Moine,Berserker,offense,resilient,600,275,0,45.833
10,Moine,Berserker,balanced,offense,600,329,0,54.833
10,Moine,Berserker,balanced,balanced,600,327,0,54.5
10,Moine,Berserker,balanced,resilient,600,332,0,55.333
10,Moine,Berserker,resilient,offense,600,372,0,62.0
10,Moine,Berserker,resilient,balanced,600,358,0,59.667
10,Moine,Berserker,resilient,resilient,600,375,1,62.583
10,Ingénieur,Berserker,offense,offense,600,282,0,47.0
10,Ingénieur,Berserker,offense,balanced,600,324,0,54.0
10,Ingénieur,Berserker,offense,resilient,600,366,0,61.0
10,Ingénieur,Berserker,balanced,offense,600,303,0,50.5
10,Ingénieur,Berserker,balanced,balanced,600,352,0,58.667
10,Ingénieur,Berserker,balanced,resilient,600,352,0,58.667
10,Ingénieur,Berserker,resilient,offense,600,312,0,52.0
10,Ingénieur,Berserker,resilient,balanced,600,342,0,57.0
10,Ingénieur,Berserker,resilient,resilient,600,387,0,64.5
15,Guerrier,Archer,offense,offense,600,444,0,74.0
15,Guerrier,Archer,offense,balanced,600,437,0,72.833
15,Guerrier,Archer,offense,resilient,600,451,0,75.167
15,Guerrier,Archer,balanced,offense,600,403,0,67.167
15,Guerrier,Archer,balanced,balanced,600,407,0,67.833
15,Guerrier,Archer,balanced,resilient,600,426,0,71.0
15,Guerrier,Archer,resilient,offense,600,355,0,59.167
15,Guerrier,Archer,resilient,balanced,600,361,0,60.167
15,Guerrier,Archer,resilient,resilient,600,375,0,62.5
15,Guerrier,Mage,offense,offense,600,427,0,71.167
15,Guerrier,Mage,offense,balanced,600,313,0,52.167
15,Guerrier,Mage,offense,resilient,600,225,0,37.5
15,Guerrier,Mage,balanced,offense,600,465,0,77.5
15,Guerrier,Mage,balanced,balanced,600,333,0,55.5
15,Guerrier,Mage,balanced,resilient,600,255,0,42.5
15,Guerrier,Mage,resilient,offense,600,465,0,77.5
15,Guerrier,Mage,resilient,balanced,600,326,0,54.333
15,Guerrier,Mage,resilient,resilient,600,238,0,39.667
15,Guerrier,Trooper,offense,offense,600,422,0,70.333
15,Guerrier,Trooper,offense,balanced,600,449,0,74.833
15,Guerrier,Trooper,offense,resilient,600,474,0,79.0
15,Guerrier,Trooper,balanced,offense,600,368,0,61.333
15,Guerrier,Trooper,balanced,balanced,600,406,0,67.667
15,Guerrier,Trooper,balanced,resilient,600,437,0,72.833
15,Guerrier,Trooper,resilient,offense,600,311,0,51.833
15,Guerrier,Trooper,resilient,balanced,600,351,0,58.5
15,Guerrier,Trooper,resilient,resilient,600,399,0,66.5
15,Guerrier,Paladin,offense,offense,600,310,0,51.667
15,Guerrier,Paladin,offense,balanced,600,267,0,44.5
15,Guerrier,Paladin,offense,resilient,600,249,0,41.5
15,Guerrier,Paladin,balanced,offense,600,340,0,56.667
15,Guerrier,Paladin,balanced,balanced,600,263,0,43.833
15,Guerrier,Paladin,balanced,resilient,600,236,0,39.333
15,Guerrier,Paladin,resilient,offense,600,299,0,49.833
15,Guerrier,Paladin,resilient,balanced,600,229,1,38.25
15,Guerrier,Paladin,resilient,resilient,600,207,0,34.5
15,Guerrier,Ninja,offense,offense,600,437,0,72.833
15,Guerrier,Ninja,offense,balanced,600,417,0,69.5
15,Guerrier,Ninja,offense,resilient,600,426,0,71.0
15,Guerrier,Ninja,balanced,offense,600,386,0,64.333
15,Guerrier,Ninja,balanced,balanced,600,358,0,59.667
15,Guerrier,Ninja,balanced,resilient,600,355,0,59.167
15,Guerrier,Ninja,resilient,offense,600,336,0,56.0
15,Guerrier,Ninja,resilient,balanced,600,299,0,49.833
15,Guerrier,Ninja,resilient,resilient,600,293,1,48.917
15,Guerrier,Moine,offense,offense,600,310,0,51.667
15,Guerrier,Moine,offense,balanced,600,240,0,40.0
15,Guerrier,Moine,offense,resilient,600,203,0,33.833
15,Guerrier,Moine,balanced,offense,600,309,0,51.5
15,Guerrier,Moine,balanced,balanced,600,233,0,38.833
15,Guerrier,Moine,balanced,resilient,600,180,0,30.0
15,Guerrier,Moine,resilient,offense,600,286,0,47.667
15,Guerrier,Moine,resilient,balanced,600,187,0,31.167
15,Guerrier,Moine,resilient,resilient,600,139,1,23.25
15,Guerrier,Ingénieur,offense,offense,600,441,0,73.5
15,Guerrier,Ingénieur,offense,balanced,600,430,0,71.667
15,Guerrier,Ingénieur,offense,resilient,600,427,0,71.167
15,Guerrier,Ingénieur,balanced,offense,600,396,0,66.0
15,Guerrier,Ingénieur,balanced,balanced,600,375,0,62.5
15,Guerrier,Ingénieur,balanced,resilient,600,377,0,62.833
15,Guerrier,Ingénieur,resilient,offense,600,346,0,57.667
15,Guerrier,Ingénieur,resilient,balanced,600,329,0,54.833
15,Guerrier,Ingénieur,resilient,resilient,600,330,0,55.0
15,Guerrier,Berserker,offense,offense,600,311,0,51.833
15,Guerrier,Berserker,offense,balanced,600,344,0,57.333
15,Guerrier,Berserker,offense,resilient,600,362,0,60.333
15,Guerrier,Berserker,balanced,offense,600,254,0,42.333
15,Guerrier,Berserker,balanced,balanced,600,283,0,47.167
15,Guerrier,Berserker,balanced,resilient,600,305,0,50.833
15,Guerrier,Berserker,resilient,offense,600,196,0,32.667
15,Guerrier,Berserker,resilient,balanced,600,210,1,35.083
15,Guerrier,Berserker,resilient,resilient,600,248,0,41.333
15,Archer,Mage,offense,offense,600,459,0,76.5
15,Archer,Mage,offense,balanced,600,383,0,63.833
15,Archer,Mage,offense,resilient,600,273,0,45.5
15,Archer,Mage,balanced,offense,600,494,0,82.333
15,Archer,Mage,balanced,balanced,600,440,0,73.333
15,Archer,Mage,balanced,resilient,600,378,0,63.0
15,Archer,Mage,resilient,offense,600,533,0,88.833
15,Archer,Mage,resilient,balanced,600,487,0,81.167
15,Archer,Mage,resilient,resilient,600,408,0,68.0
15,Archer,Trooper,offense,offense,600,222,0,37.0
15,Archer,Trooper,offense,balanced,600,251,1,41.917
15,Archer,Trooper,offense,resilient,600,291,0,48.5
15,Archer,Trooper,balanced,offense,600,228,0,38.0
15,Archer,Trooper,balanced,balanced,600,249,0,41.5
15,Archer,Trooper,balanced,resilient,600,287,1,47.917
15,Archer,Trooper,resilient,offense,600,209,0,34.833
15,Archer,Trooper,resilient,balanced,600,247,0,41.167
15,Archer,Trooper,resilient,resilient,600,290,0,48.333
15,Archer,Paladin,offense,offense,600,382,0,63.667
15,Archer,Paladin,offense,balanced,600,330,0,55.0
15,Archer,Paladin,offense,resilient,600,316,0,52.667
15,Archer,Paladin,balanced,offense,600,446,0,74.333
15,Archer,Paladin,balanced,balanced,600,397,0,66.167
15,Archer,Paladin,balanced,resilient,600,378,0,63.0
15,Archer,Paladin,resilient,offense,600,468,0,78.0
15,Archer,Paladin,resilient,balanced,600,402,0,67.0
15,Archer,Paladin,resilient,resilient,600,377,0,62.833
15,Archer,Ninja,offense,offense,600,298,0,49.667
15,Archer,Ninja,offense,balanced,600,303,0,50.5
15,Archer,Ninja,offense,resilient,600,296,0,49.333
15,Archer,Ninja,balanced,offense,600,293,0,48.833
15,Archer,Ninja,balanced,balanced,600,286,0,47.667
15,Archer,Ninja,balanced,resilient,600,295,0,49.167
15,Archer,Ninja,resilient,offense,600,294,0,49.0
15,Archer,Ninja,resilient,balanced,600,279,0,46.5
15,Archer,Ninja,resilient,resilient,600,277,0,46.167
15,Archer,Moine,offense,offense,600,307,0,51.167
15,Archer,Moine,offense,balanced,600,254,0,42.333
15,Archer,Moine,offense,resilient,600,238,0,39.667
15,Archer,Moine,balanced,offense,600,382,0,63.667
15,Archer,Moine,balanced,balanced,600,333,0,55.5
15,Archer,Moine,balanced,resilient,600,270,0,45.0
15,Archer,Moine,resilient,offense,600,413,0,68.833
15,Archer,Moine,resilient,balanced,600,340,0,56.667
15,Archer,Moine,resilient,resilient,600,271,0,45.167
15,Archer,Ingénieur,offense,offense,600,240,0,40.0
15,Archer,Ingénieur,offense,balanced,600,245,0,40.833
15,Archer,Ingénieur,offense,resilient,600,238,0,39.667
15,Archer,Ingénieur,balanced,offense,600,239,0,39.833
15,Archer,Ingénieur,balanced,balanced,600,224,0,37.333
15,Archer,Ingénieur,balanced,resilient,600,200,0,33.333
15,Archer,Ingénieur,resilient,offense,600,228,0,38.0
15,Archer,Ingénieur,resilient,balanced,600,197,0,32.833
15,Archer,Ingénieur,resilient,resilient,600,190,1,31.75
15,Archer,Berserker,offense,offense,600,245,0,40.833
15,Archer,Berserker,offense,balanced,600,250,0,41.667
15,Archer,Berserker,offense,resilient,600,263,0,43.833
15,Archer,Berserker,balanced,offense,600,233,0,38.833
15,Archer,Berserker,balanced,balanced,600,223,0,37.167
15,Archer,Berserker,balanced,resilient,600,257,1,42.917
15,Archer,Berserker,resilient,offense,600,221,0,36.833
15,Archer,Berserker,resilient,balanced,600,221,0,36.833
15,Archer,Berserker,resilient,resilient,600,252,0,42.0
15,Mage,Trooper,offense,offense,600,214,0,35.667
15,Mage,Trooper,offense,balanced,600,187,0,31.167
15,Mage,Trooper,offense,resilient,600,174,0,29.0
15,Mage,Trooper,balanced,offense,600,321,0,53.5
15,Mage,Trooper,balanced,balanced,600,270,0,45.0
15,Mage,Trooper,balanced,resilient,600,258,0,43.0
15,Mage,Trooper,resilient,offense,600,413,0,68.833
15,Mage,Trooper,resilient,balanced,600,358,0,59.667
15,Mage,Trooper,resilient,resilient,600,344,0,57.333
15,Mage,Paladin,offense,offense,600,328,0,54.667
15,Mage,Paladin,offense,balanced,600,380,0,63.333
15,Mage,Paladin,offense,resilient,600,425,0,70.833
15,Mage,Paladin,balanced,offense,600,343,0,57.167
15,Mage,Paladin,balanced,balanced,600,402,0,67.0
15,Mage,Paladin,balanced,resilient,600,443,0,73.833
15,Mage,Paladin,resilient,offense,600,341,0,56.833
15,Mage,Paladin,resilient,balanced,600,398,0,66.333
15,Mage,Paladin,resilient,resilient,600,438,0,73.0
15,Mage,Ninja,offense,offense,600,284,0,47.333
15,Mage,Ninja,offense,balanced,600,183,0,30.5
15,Mage,Ninja,offense,resilient,600,156,0,26.0
15,Mage,Ninja,balanced,offense,600,351,0,58.5
15,Mage,Ninja,balanced,balanced,600,296,0,49.333
15,Mage,Ninja,balanced,resilient,600,238,0,39.667
15,Mage,Ninja,resilient,offense,600,430,0,71.667
15,Mage,Ninja,resilient,balanced,600,363,0,60.5
15,Mage,Ninja,resilient,resilient,600,320,0,53.333
15,Mage,Moine,offense,offense,600,294,0,49.0
15,Mage,Moine,offense,balanced,600,311,0,51.833
15,Mage,Moine,offense,resilient,600,326,0,54.333
15,Mage,Moine,balanced,offense,600,308,0,51.333
15,Mage,Moine,balanced,balanced,600,323,0,53.833
15,Mage,Moine,balanced,resilient,600,337,0,56.167
15,Mage,Moine,resilient,offense,600,321,0,53.5
15,Mage,Moine,resilient,balanced,600,322,0,53.667
15,Mage,Moine,resilient,resilient,600,337,0,56.167
15,Mage,Ingénieur,offense,offense,600,259,0,43.167
15,Mage,Ingénieur,offense,balanced,600,145,0,24.167
15,Mage,Ingénieur,offense,resilient,600,110,0,18.333
15,Mage,Ingénieur,balanced,offense,600,341,0,56.833
15,Mage,Ingénieur,balanced,balanced,600,269,0,44.833
15,Mage,Ingénieur,balanced,resilient,600,196,0,32.667
15,Mage,Ingénieur,resilient,offense,600,433,0,72.167
15,Mage,Ingénieur,resilient,balanced,600,343,0,57.167
15,Mage,Ingénieur,resilient,resilient,600,270,0,45.0
15,Mage,Berserker,offense,offense,600,161,0,26.833
15,Mage,Berserker,offense,balanced,600,105,0,17.5
15,Mage,Berserker,offense,resilient,600,83,0,13.833
15,Mage,Berserker,balanced,offense,600,295,0,49.167
15,Mage,Berserker,balanced,balanced,600,196,0,32.667
15,Mage,Berserker,balanced,resilient,600,164,0,27.333
15,Mage,Berserker,resilient,offense,600,351,0,58.5
15,Mage,Berserker,resilient,balanced,600,256,0,42.667
15,Mage,Berserker,resilient,resilient,600,218,0,36.333
15,Trooper,Paladin,offense,offense,600,376,0,62.667
15,Trooper,Paladin,offense,balanced,600,331,0,55.167
15,Trooper,Paladin,offense,resilient,600,324,1,54.083
15,Trooper,Paladin,balanced,offense,600,419,0,69.833
15,Trooper,Paladin,balanced,balanced,600,356,0,59.333
15,Trooper,Paladin,balanced,resilient,600,305,1,50.917
15,Trooper,Paladin,resilient,offense,600,412,0,68.667
15,Trooper,Paladin,resilient,balanced,600,324,0,54.0
15,Trooper,Paladin,resilient,resilient,600,286,0,47.667
15,Trooper,Ninja,offense,offense,600,352,0,58.667
15,Trooper,Ninja,offense,balanced,600,339,0,56.5
15,Trooper,Ninja,offense,resilient,600,332,0,55.333
15,Trooper,Ninja,balanced,offense,600,339,0,56.5
15,Trooper,Ninja,balanced,balanced,600,299,2,50.0
15,Trooper,Ninja,balanced,resilient,600,300,0,50.0
15,Trooper,Ninja,resilient,offense,600,311,0,51.833
15,Trooper,Ninja,resilient,balanced,600,267,0,44.5
15,Trooper,Ninja,resilient,resilient,600,267,0,44.5
15,Trooper,Moine,offense,offense,600,406,0,67.667
15,Trooper,Moine,offense,balanced,600,347,0,57.833
15,Trooper,Moine,offense,resilient,600,344,0,57.333
15,Trooper,Moine,balanced,offense,600,452,0,75.333
15,Trooper,Moine,balanced,balanced,600,410,0,68.333
15,Trooper,Moine,balanced,resilient,600,352,0,58.667
15,Trooper,Moine,resilient,offense,600,455,0,75.833
15,Trooper,Moine,resilient,balanced,600,387,0,64.5
15,Trooper,Moine,resilient,resilient,600,312,0,52.0
15,Trooper,Ingénieur,offense,offense,600,393,0,65.5
15,Trooper,Ingénieur,offense,balanced,600,364,0,60.667
15,Trooper,Ingénieur,offense,resilient,600,353,0,58.833
15,Trooper,Ingénieur,balanced,offense,600,366,0,61.0
15,Trooper,Ingénieur,balanced,balanced,600,351,0,58.5
15,Trooper,Ingénieur,balanced,resilient,600,328,0,54.667
15,Trooper,Ingénieur,resilient,offense,600,350,0,58.333
15,Trooper,Ingénieur,resilient,balanced,600,314,0,52.333
15,Trooper,Ingénieur,resilient,resilient,600,291,0,48.5
15,Trooper,Berserker,offense,offense,600,335,0,55.833
15,Trooper,Berserker,offense,balanced,600,346,0,57.667
15,Trooper,Berserker,offense,resilient,600,366,0,61.0
15,Trooper,Berserker,balanced,offense,600,288,0,48.0
15,Trooper,Berserker,balanced,balanced,600,298,2,49.833
15,Trooper,Berserker,balanced,resilient,600,314,0,52.333
15,Trooper,Berserker,resilient,offense,600,283,0,47.167
15,Trooper,Berserker,resilient,balanced,600,253,0,42.167
15,Trooper,Berserker,resilient,resilient,600,279,0,46.5
15,Paladin,Ninja,offense,offense,600,402,0,67.0
15,Paladin,Ninja,offense,balanced,600,309,0,51.5
15,Paladin,Ninja,offense,resilient,600,264,0,44.0
15,Paladin,Ninja,balanced,offense,600,436,0,72.667
15,Paladin,Ninja,balanced,balanced,600,364,0,60.667
15,Paladin,Ninja,balanced,resilient,600,355,0,59.167
15,Paladin,Ninja,resilient,offense,600,444,0,74.0
15,Paladin,Ninja,resilient,balanced,600,400,0,66.667
15,Paladin,Ninja,resilient,resilient,600,390,0,65.0
15,Paladin,Moine,offense,offense,600,229,0,38.167
15,Paladin,Moine,offense,balanced,600,261,0,43.5
15,Paladin,Moine,offense,resilient,600,300,0,50.0
15,Paladin,Moine,balanced,offense,600,182,0,30.333
15,Paladin,Moine,balanced,balanced,600,212,0,35.333
15,Paladin,Moine,balanced,resilient,600,241,0,40.167
15,Paladin,Moine,resilient,offense,600,128,0,21.333
15,Paladin,Moine,resilient,balanced,600,149,0,24.833
15,Paladin,Moine,resilient,resilient,600,180,0,30.0
15,Paladin,Ingénieur,offense,offense,600,447,0,74.5
15,Paladin,Ingénieur,offense,balanced,600,376,0,62.667
15,Paladin,Ingénieur,offense,resilient,600,331,0,55.167
15,Paladin,Ingénieur,balanced,offense,600,476,0,79.333
15,Paladin,Ingénieur,balanced,balanced,600,425,0,70.833
15,Paladin,Ingénieur,balanced,resilient,600,403,0,67.167
15,Paladin,Ingénieur,resilient,offense,600,483,0,80.5
15,Paladin,Ingénieur,resilient,balanced,600,464,0,77.333
15,Paladin,Ingénieur,resilient,resilient,600,420,0,70.0
15,Paladin,Berserker,offense,offense,600,345,0,57.5
15,Paladin,Berserker,offense,balanced,600,307,0,51.167
15,Paladin,Berserker,offense,resilient,600,315,0,52.5
15,Paladin,Berserker,balanced,offense,600,414,0,69.0
15,Paladin,Berserker,balanced,balanced,600,395,0,65.833
